"model"	"n.muts"	"coes"	"sigma"	"u.mean"	"d.hat.MLE"	"u.hats.mut.1"	"u.hats.mut.2"	"u.hats.mut.3"	"u.hats.mut.4"	"u.hats.mut.5"	"R2.stick"	"sig.stick"	"lnL.stick"	"P.stick"	"s.mean"	"s.hats.mut.1"	"s.hats.mut.2"	"s.hats.mut.3"	"s.hats.mut.4"	"s.hats.mut.5"	"R2.mult"	"sig.mult"	"lnL.mult"	"P.mult"	"w.mean"	"w.hats.mut.1"	"w.hats.mut.2"	"w.hats.mut.3"	"w.hats.mut.4"	"w.hats.mut.5"	"R2.add"	"sig.add"	"lnL.add"	"P.add"
"mult"	5	0.396350002707914	0.155334598559421	0.380636842128445	4.73197222814547	0.38008	0.35444	0.39119	0.38395	0.39353	0.11397	1.41214	-20.16852	0	0.299807459690468	0.35006	0.16164	0.22323	0.37806	0.38605	0.68079	0.8476	-14.04308	0	0.655127743982781	0.68462	0.50252	0.63537	0.71248	0.74065	0.91581	0.43529	-6.04644	0
"mult"	5	0.16674937827047	0.00781151693081483	0.317004526924447	1.37512875367668	0.31513	0.31648	0.3182	0.31601	0.31921	0.61294	0.24519	0.84137	0	0.167808002497444	0.16453	0.16611	0.16978	0.16999	0.16863	0.99965	0.00733	42.96499	0	0.214656457434012	0.21136	0.21312	0.21666	0.21598	0.21616	0.98852	0.04223	21.94761	0
"mult"	5	0.288737206719816	0.0855453160475008	0.0911782901442479	5.55686793218343	0.10001	0.07869	0.08669	0.09646	0.09404	0.93188	0.23919	1.13846	0	0.242015688581945	0.25887	0.14818	0.26096	0.27482	0.26725	0.81514	0.39402	-4.85103	0	0.385095034304372	0.42161	0.30326	0.37883	0.41654	0.40523	0.88558	0.30999	-1.97264	0
"mult"	5	0.122701171832159	0.169275335152633	0.156773358724746	1.29966571424483	0.14194	0.12273	0.31702	0.07842	0.12377	0.91562	0.09759	11.89665	0	0.113670283595439	0.04485	0.10774	0.30229	0.02117	0.09231	0.76198	0.1639	5.67463	0	0.13755448149688	0.08171	0.1201	0.33815	0.03947	0.10833	0.82819	0.13925	7.63067	0
"mult"	5	0.382870888512116	0.0542814761865884	0.390462501393835	4.55388693146372	0.38822	0.40162	0.38948	0.39055	0.38244	0.03371	1.3633	-19.74619	0	0.35526020970809	0.37557	0.36229	0.36822	0.34398	0.32624	0.96731	0.25075	0.57232	0	0.695262072891711	0.70312	0.72699	0.70111	0.68787	0.65722	0.9444	0.32703	-2.61477	0
"mult"	5	0.258603553508874	0.177479402686004	0.409027936497848	2.72131759905368	0.41955	0.43537	0.40037	0.40644	0.38341	-0.57707	0.93304	-15.19555	0	0.326050972997577	0.29311	0.38225	0.30341	0.24289	0.4086	0.38827	0.5811	-9.51333	0	0.520880001217831	0.51378	0.59147	0.48981	0.46331	0.54602	0.45839	0.54678	-8.78286	0
"mult"	5	0.297876247728709	0.171172332542483	0.353390218892667	2.93218571099601	0.34461	0.32136	0.39943	0.33208	0.36947	0.53974	0.60612	-10.01921	0	0.315701728274264	0.22995	0.33578	0.43232	0.2609	0.31957	0.95839	0.18225	4.40111	0	0.463468459541202	0.38823	0.44909	0.6004	0.39786	0.48177	0.97402	0.144	7.22779	0
"mult"	5	0.192909907747526	0.117419570800848	0.356150312867151	1.81326493210004	0.39473	0.35726	0.31712	0.33195	0.3797	0.08044	0.5026	-7.7718	0	0.199247212560664	0.2329	0.16225	0.18123	0.22553	0.19433	0.94744	0.12016	9.39965	0	0.292334066876041	0.34354	0.26575	0.25209	0.29463	0.30566	0.88411	0.17843	4.65568	0
"mult"	5	0.461793850152753	0.165983036335092	0.420762853086799	6.43457563754555	0.4268	0.4057	0.42999	0.41637	0.42495	-0.37248	2.19202	-25.44517	0	0.518452550932325	0.57192	0.3535	0.65026	0.44244	0.57414	0.84886	0.72743	-12.20835	0	1.10441332099471	1.16038	0.94464	1.22262	1.04005	1.15437	0.83037	0.77064	-12.90079	0
"mult"	5	0.0668073135544546	0.214296760794241	0.304372078824794	0.609625270330229	0.48427	0.4769	0.56056	0.14659	-0.14647	-0.35174	0.19146	3.80992	0	0.158256452506927	0.24324	0.22977	0.27987	0.00385	0.03455	-5.09139	0.40642	-5.22296	0	0.167733212327836	0.25478	0.24374	0.29608	0.01683	0.02724	-2.61083	0.31291	-2.08532	0
"mult"	5	0.280849947314709	0.131183770950884	0.38529137485494	2.90974939385655	0.3917	0.40322	0.40756	0.34991	0.37407	0.034	0.82198	-13.67472	0	0.310913651750238	0.33	0.35156	0.34653	0.24063	0.28586	0.93249	0.2173	2.29039	0	0.494021612443893	0.51482	0.54531	0.54836	0.40024	0.46138	0.90685	0.25525	0.35901	0
"mult"	5	0.13087755178567	0.204065414262004	0.103306255507852	1.51606360568838	0.19615	-0.01999	0.2519	-0.03144	0.11991	0.78998	0.14062	7.51319	0	0.151832638127155	0.22998	0.07527	0.30314	-0.00376	0.15452	0.88641	0.10342	11.2008	0	0.158893984391592	0.2568	0.05131	0.33689	-0.01585	0.16531	0.91498	0.08947	12.93943	0
"mult"	5	0.34369704448618	0.067500697565265	0.371881638677918	3.69062382363265	0.37517	0.36148	0.38005	0.37911	0.3636	0.31812	0.93318	-15.19744	0	0.335787150488686	0.31745	0.36345	0.31903	0.34855	0.33046	0.99064	0.10935	10.53108	0	0.56377140797752	0.55565	0.56786	0.56509	0.58382	0.54644	0.96406	0.21425	2.46005	0
"mult"	5	0.152216492884327	0.120982521912083	0.0873953038539074	1.17120266890428	0.08901	0.2271	-0.10497	0.2376	-0.01176	0.02141	0.3271	-2.61752	0	0.126023807469692	0.1456	0.20697	0.09038	0.19375	-0.00658	0.72642	0.17295	5.02954	0	0.128893762473878	0.14332	0.22406	0.06875	0.21616	-0.00783	0.56071	0.21916	2.18815	0
"mult"	5	0.10801012852462	0.229600681632292	0.217492153547442	0.741005876994462	0.12113	0.41729	0.23766	0.05289	0.25849	-0.0437	0.21475	2.43221	0	0.144273726959803	0.03912	0.25954	0.08754	0.19998	0.13519	-2.00045	0.36411	-3.90372	0	0.156718278352894	0.04904	0.27446	0.1113	0.20044	0.14835	-0.99321	0.29677	-1.44962	0
"mult"	5	0.361234324995894	0.159572005155496	0.363358517227849	3.89541353231514	0.37911	0.3493	0.35448	0.38802	0.34589	0.37202	0.978	-15.76036	0	0.308206990668994	0.31243	0.35881	0.28545	0.34717	0.23719	0.88132	0.42517	-5.76418	0	0.549086285236225	0.57826	0.56344	0.51668	0.61836	0.46869	0.9265	0.3346	-2.88928	0
"mult"	5	0.0605056568863802	0.133143013925292	0.0499260657445208	1.32328378932261	0.11499	-0.01852	0.11108	0.00999	0.0321	0.57532	0.14533	7.11802	0	0.0353702824247251	0.12097	0.0179	0.10359	-0.05475	-0.01086	0.30831	0.18547	4.19117	0	0.0503748495232023	0.1346	0.00392	0.12345	-0.0231	0.01301	0.51264	0.15568	6.29198	0
"mult"	5	0.277000372414477	0.0432924772612751	0.363751647564537	2.66059805138986	0.36856	0.35675	0.35744	0.37748	0.35853	0.35011	0.63644	-10.6048	0	0.280544516336585	0.28039	0.27015	0.25152	0.34166	0.25901	0.99094	0.07513	15.03587	0	0.424204023527309	0.42905	0.40927	0.39652	0.48315	0.40303	0.97375	0.12791	8.64996	0
"mult"	5	0.0644644578336738	0.0338518638163805	0.0338890030817735	1.7880016400411	0.04287	0.053	0.02401	0.03439	0.01517	0.81914	0.05574	18.61755	0	0.053951899381202	0.06726	0.08794	0.03764	0.05002	0.02689	0.83125	0.05384	19.03337	0	0.0575763981848851	0.07237	0.09177	0.04046	0.05623	0.02705	0.81811	0.0559	18.58352	0
"mult"	5	0.462888791784644	0.0576981829362921	0.411363998689083	6.32703142145308	0.40838	0.40265	0.40779	0.41589	0.42212	-0.19674	2.05726	-24.68377	0	0.488104013554117	0.49383	0.42881	0.46076	0.50334	0.55379	0.97107	0.31988	-2.34967	0	1.03553869331894	1.0279	0.96583	1.00479	1.06188	1.11729	0.90471	0.58051	-9.50118	0
"mult"	5	0.49061430671718	0.233280388056301	0.411827158151184	6.75824391988305	0.41306	0.40453	0.39157	0.44017	0.4098	-0.12724	2.13019	-25.1018	0	0.549097452710334	0.50319	0.41733	0.52677	0.74203	0.55616	0.81659	0.85926	-14.20704	0	1.12821721947057	1.10151	1.01391	1.03753	1.3654	1.12274	0.90882	0.60584	-10.01364	0
"mult"	5	0.400599390093703	0.0968264394323342	0.401365706540489	5.03557198066538	0.39171	0.40409	0.4041	0.41144	0.39549	-0.14903	1.62516	-21.85457	0	0.378016137852929	0.41357	0.3714	0.43482	0.36608	0.30421	0.96749	0.27338	-0.46471	0	0.789706096574185	0.78541	0.79245	0.83225	0.81179	0.72664	0.91625	0.43875	-6.14128	0
"mult"	5	0.134327585354913	0.222562863607891	0.12785719829118	1.71248373580198	0.11805	-0.02571	0.1111	0.30203	0.13382	0.78642	0.16551	5.55727	0	0.138781555144838	0.06218	0.00952	0.05905	0.41361	0.14954	0.81464	0.15419	6.40765	0	0.172466409332401	0.11727	-0.00518	0.10959	0.46203	0.17862	0.83798	0.14415	7.21527	0
"mult"	5	0.100498127238825	0.160156484111212	0.012455439346618	7.75478933991189	0.01286	0.00994	0.02492	0.01456	0	0.64248	0.16678	5.4655	0	0.0619017879488507	0.05565	0.05808	0.16827	0.04659	-0.01908	0.50345	0.19655	3.49459	0	0.0910326255908789	0.09252	0.07371	0.18913	0.1032	-0.00339	0.63977	0.16741	5.42028	0
"mult"	5	0.167387806461193	0.207775269751437	0.0512351391991271	5.05041919476656	0.10736	0.02824	0.03111	0.04977	0.03969	0.92368	0.13762	7.77184	0	0.171443675957665	0.42736	0.09605	0.09671	0.1772	0.05989	0.85979	0.18653	4.12266	0	0.230086736752389	0.50867	0.1258	0.13548	0.22592	0.15457	0.91638	0.14405	7.22397	0
"mult"	5	0.474350178940222	0.115361319214571	0.419055185899675	6.77815921563785	0.41968	0.4167	0.41293	0.42972	0.41624	-0.35664	2.32155	-26.13408	0	0.510069564807854	0.52456	0.47067	0.548	0.59795	0.40916	0.94521	0.46654	-6.87827	0	1.13402899641595	1.1446	1.0994	1.13173	1.23251	1.06189	0.85649	0.75507	-12.65597	0
"mult"	5	0.100926755135879	0.185251812916249	0.0663250733568008	1.28932409695431	0.01142	0.15863	-0.02079	0.13616	0.0462	0.53908	0.17871	4.63668	0	0.0677472192748293	0.01934	0.18727	0.02679	0.11438	-0.00905	0.42711	0.19924	3.33188	0	0.0765019282659601	0.01794	0.19591	0.01209	0.13896	0.01761	0.50079	0.18598	4.15788	0
"mult"	5	0.493788927292917	0.114558110828511	0.407154012439346	7.07817205298162	0.38799	0.40535	0.42421	0.40602	0.4122	-0.12	2.2801	-25.91788	0	0.487375244135596	0.37995	0.5215	0.58632	0.38834	0.56077	0.98769	0.239	1.14828	0	1.10545790721145	0.95854	1.11854	1.23927	1.03906	1.17188	0.92871	0.57526	-9.39198	0
"mult"	5	0.171800043748226	0.135025847645011	0.174382351327988	1.54096616666587	0.11445	0.17281	0.32074	0.28872	-0.02481	0.94084	0.10688	10.80507	0	0.141916579065478	0.10365	0.11406	0.34756	0.3023	-0.15799	0.61947	0.27108	-0.36324	0	0.176855508656369	0.1197	0.15133	0.39509	0.34558	-0.12743	0.82493	0.18387	4.29522	0
"add"	5	0.36267779066693	0.24811205820879	0.0689508694554151	7.05186053174959	0.09201	0.05822	0.04236	0.10823	0.04394	0.77089	0.30861	-1.91915	0	0.329263099781478	0.50446	0.19787	0.19283	0.58654	0.16463	0.0344	0.63355	-10.5503	0	0.440476822407164	0.61057	0.34664	0.2642	0.71785	0.26313	0.75244	0.32079	-2.38363	0
"add"	5	0.371943681302946	0.0128915957175195	0.332022442529156	2.1510919971794	0.32879	0.33212	0.33145	0.33122	0.33653	0.78784	0.28862	-1.11541	0	0.29471965810866	0.28171	0.29881	0.29263	0.30078	0.29967	0.71341	0.33544	-2.91953	0	0.373002393973228	0.36029	0.37649	0.37091	0.37767	0.37966	0.99973	0.01029	38.88825	0
"add"	5	0.433145206363406	0.131401951832231	0.26992361658768	2.32431284740835	0.25446	0.24544	0.38374	0.24764	0.21834	0.92575	0.19258	3.73973	0	0.363571089349912	0.38262	0.38331	0.40266	0.36921	0.28006	0.01217	0.70244	-11.78887	0	0.421522403463807	0.43237	0.43062	0.50773	0.41686	0.32002	0.94014	0.17292	5.03195	0
"add"	5	0.431570525141433	0.164586195896845	0.253190276927071	2.2391276086548	0.3015	0.0669	0.3258	0.27377	0.29797	0.88337	0.25532	0.35542	0	0.277263736240048	0.37135	0.19666	0.37959	0.24543	0.19328	0.90554	0.22978	1.62021	0	0.330289266552169	0.43081	0.20143	0.44752	0.30234	0.26935	0.78044	0.35032	-3.44035	0
"add"	5	0.154204562131781	0.00393920886563137	0.273670176428324	0.942755756104508	0.27069	0.27116	0.26933	0.28107	0.2761	0.88976	0.08627	13.37566	0	0.13173933181522	0.12913	0.13055	0.12904	0.13549	0.13448	0.98114	0.03568	23.96933	0	0.150863612339474	0.14811	0.1494	0.14779	0.1554	0.15363	0.99792	0.01185	37.19324	0
"add"	5	0.423557187663391	0.162266676081344	0.191526996883087	2.41848214023412	0.25801	0.11183	0.11795	0.28329	0.18655	0.89888	0.23642	1.27836	0	0.180052985859505	0.25408	0.09573	-0.03376	0.36612	0.21809	0.52059	0.51477	-8.05894	0	0.250108006800048	0.35301	0.13054	0.03811	0.4564	0.27248	0.66037	0.43328	-5.99067	0
"add"	5	0.368120271980297	0.181087470555212	0.203901241422996	1.92551694581748	0.31685	0.26536	0.28147	0.0118	0.14402	0.59216	0.37893	-4.38245	0	0.322988227106451	0.27198	0.33133	0.35529	0.2068	0.44953	0.024	0.58619	-9.61801	0	0.358070807546038	0.3338	0.37135	0.39907	0.20329	0.48284	0.86872	0.21499	2.41885	0
"add"	5	0.303764155949466	0.202236980258022	-0.118079307517526	1.58076848793274	0.34146	0.34152	-1.41906	0.13933	0.00636	-5.13704	1.33265	-19.47332	0	0.228645423275551	0.3056	0.43483	0.10538	0.12882	0.16859	0.8315	0.22082	2.0978	0	0.24136089930731	0.35277	0.48027	0.06846	0.14163	0.16367	0.68497	0.30194	-1.65679	0
"add"	5	0.481948840408586	0.116656819358468	0.0634511022154118	9.86116529224444	0.07007	0.07746	0.06683	0.05077	0.05212	0.88079	0.27675	-0.6114	0	0.425153548958791	0.47931	0.54669	0.43585	0.34341	0.32051	-0.95219	1.11989	-17.38606	0	0.573886666345243	0.63759	0.71122	0.60147	0.45806	0.46109	0.86406	0.29552	-1.39904	0
"add"	5	0.490651009918656	0.193589024303947	0.19723160173165	2.67723267889754	0.18218	0.20739	0.01646	0.41126	0.16886	0.77947	0.40126	-5.06947	0	0.341109470625421	0.31749	0.21064	0.31497	0.6977	0.16476	0.73542	0.43951	-6.16205	0	0.400621044428465	0.35958	0.27673	0.31106	0.84017	0.21557	0.80028	0.38186	-4.47482	0
"add"	5	0.157258950278629	0.00770883483346552	0.280262004347137	0.968403913584578	0.28457	0.28879	0.2719	0.2763	0.27975	0.87202	0.09476	12.2497	0	0.13809423055778	0.14359	0.14237	0.13321	0.13262	0.13869	0.96217	0.05152	19.56181	0	0.158611959446388	0.16409	0.16386	0.15289	0.15322	0.15901	0.99973	0.00432	49.30359	0
"add"	5	0.263883708056528	0.134767184499651	0.129960277600255	2.42843389719173	0.13512	0.10685	0.15193	0.11006	0.14585	0.92004	0.11334	10.10141	0	0.231217204813015	0.20461	0.16349	0.32073	0.21576	0.25149	0.34619	0.32409	-2.50632	0	0.269706542683411	0.25896	0.20391	0.34864	0.23946	0.29757	0.87709	0.14052	7.52167	0
"add"	5	0.488130988844205	0.155292755225673	0.163958190661859	4.73074314030243	0.17656	0.17778	0.15328	0.15987	0.15231	0.55587	0.47424	-7.07464	0	0.477722467659252	0.54481	0.50736	0.45857	0.48673	0.39113	-5.36314	1.79503	-23.04755	0	0.632919772502036	0.70024	0.68354	0.59562	0.62725	0.55794	0.35622	0.57096	-9.30205	0
"add"	5	0.0932837431319058	0.128797587763984	0.146506529087803	0.631342396891512	-0.08186	0.28543	0.4002	-0.10783	0.23659	0.91376	0.05768	18.20587	0	0.06333615353376	-0.0462	0.10563	0.19135	-0.04779	0.1137	0.78842	0.09035	12.8215	0	0.069701360954833	-0.04643	0.11964	0.20483	-0.04956	0.12003	0.84475	0.0774	14.67862	0
"add"	5	0.3001104035764	0.0518174485187046	0.0405052955697107	8.10070014223041	0.04761	0.03747	0.0441	0.0316	0.04175	0.99052	0.04813	20.37916	0	0.25339925754478	0.29004	0.24131	0.28338	0.19443	0.25784	0.68564	0.27715	-0.62875	0	0.310886862981705	0.36401	0.28909	0.34059	0.24112	0.31962	0.98789	0.0544	18.90924	0
"add"	5	0.0759181336383335	0.110357084951829	0.332215830859528	0.49636850514073	0.43684	0.26148	0.31637	0.11293	0.53347	-1.81302	0.19956	3.31245	0	0.114488737694435	0.17277	0.05815	0.0878	0.02307	0.23065	-5.11482	0.29422	-1.3463	0	0.123041412178265	0.18076	0.0696	0.09979	0.02673	0.23832	-3.74785	0.25926	0.17184	0
"add"	5	0.249473608331755	0.150510553212371	0.0562106640531934	4.61308999881869	0.07878	0.02151	0.08774	0.05256	0.04047	0.94956	0.08678	13.3051	0	0.224784487063535	0.29862	0.09971	0.34455	0.19004	0.19101	0.47672	0.27953	-0.73143	0	0.249428433847425	0.34375	0.1	0.38764	0.22517	0.19059	0.93906	0.09539	12.17029	0
"add"	5	0.1735140482313	0.103432108531706	0.343601244949945	1.25340448308658	0.40543	0.34229	0.39599	0.24243	0.33187	0.24401	0.28638	-1.02192	0	0.191480081981213	0.23245	0.19348	0.25432	0.11915	0.15801	0.47	0.23978	1.10902	0	0.236777466517735	0.29262	0.23628	0.30376	0.14603	0.2052	0.70195	0.17982	4.56264	0
"add"	5	0.0713089119875804	0.156467093911488	0.332798835293721	0.782457354310678	0.3929	0.15913	0.58522	0.30355	0.22319	-2.37334	0.31127	-2.02212	0	0.186668510423215	0.24396	0.02837	0.40757	0.15297	0.10047	-10.45834	0.57368	-9.359	0	0.20521589773058	0.2609	0.04909	0.4262	0.17381	0.11608	-6.20284	0.45484	-6.57355	0
"add"	5	0.436675959650893	0.0583104806719348	0.342281114582819	2.51707211322448	0.33448	0.33281	0.34081	0.36031	0.343	0.7417	0.37548	-4.2726	0	0.336018549849372	0.34414	0.30018	0.37674	0.35904	0.29999	0.59981	0.46736	-6.8995	0	0.438486613193061	0.43966	0.40164	0.47195	0.47011	0.40907	0.99487	0.05292	19.24112	0
"add"	5	0.368177555163857	0.0256490163155831	0.3361479391671	2.10009154239785	0.33881	0.3417	0.33411	0.32961	0.3365	0.76443	0.29312	-1.30136	0	0.293903265475134	0.30667	0.30914	0.28345	0.27448	0.29578	0.63865	0.36304	-3.86838	0	0.371341797133781	0.3835	0.38714	0.36147	0.35152	0.37307	0.99704	0.03285	24.9624	0
"add"	5	0.377862160734367	0.0671388665214181	0.0552426779753758	7.82241693322918	0.05055	0.06196	0.05759	0.05171	0.05441	0.98356	0.07866	14.4839	0	0.31757455447585	0.29254	0.36254	0.33762	0.29531	0.29987	0.31523	0.50771	-7.89307	0	0.401276251054428	0.36728	0.45267	0.42054	0.37462	0.39127	0.97692	0.0932	12.44828	0
"add"	5	0.439745704072993	0.00719671609112993	0.339199227901233	2.50757327962869	0.33857	0.3366	0.34274	0.33947	0.33861	0.77654	0.34765	-3.34844	0	0.33930759702486	0.33433	0.33243	0.34538	0.34052	0.34387	0.56225	0.48658	-7.38292	0	0.438027878270524	0.4334	0.43047	0.44554	0.43923	0.44151	0.9999	0.00738	42.88833	0
"add"	5	0.471920439449605	0.148209770733956	0.0601804816976979	8.95289294322847	0.0663	0.04784	0.06643	0.06166	0.05867	0.88804	0.2467	0.76783	0	0.365910328454799	0.45577	0.26893	0.37277	0.3507	0.38138	-0.01216	0.74176	-12.44256	0	0.493037490201562	0.55971	0.38346	0.53654	0.4982	0.48727	0.88612	0.24881	0.66575	0
"add"	5	0.26890575006837	0.218664510175586	0.125364296549527	2.16889183280858	0.15319	0.17401	0.17399	-0.04725	0.17289	0.85641	0.17635	4.79599	0	0.214578436245848	0.24008	0.29786	0.33892	-0.07752	0.27355	0.74298	0.23594	1.30263	0	0.240841355058772	0.27633	0.33272	0.36448	-0.08406	0.31473	0.87015	0.16771	5.39916	0
"add"	5	0.455295704491436	0.134933780238498	0.0769130494456392	6.67912645229868	0.06928	0.09828	0.07156	0.08555	0.0599	0.98026	0.11587	9.83639	0	0.341514425606096	0.29924	0.48041	0.30064	0.36617	0.26111	0.76862	0.3967	-4.93239	0	0.450961813416759	0.4014	0.59777	0.41156	0.49721	0.34687	0.98051	0.11514	9.91193	0
"add"	5	0.0750270228134468	0.0236316405353136	0.236123639241129	0.523797301567975	0.24172	0.26351	0.30676	0.1868	0.18184	0.81414	0.055	18.77819	0	0.0726931650580817	0.07709	0.08743	0.10033	0.05034	0.04828	0.95431	0.02727	27.19638	0	0.0796750592999359	0.08381	0.09455	0.10965	0.05627	0.0541	0.96795	0.02284	29.32434	0
"add"	5	0.219553180050571	0.130161785054952	0.127549785944246	2.01886277526533	0.14279	0.12735	0.13658	0.11188	0.11914	0.95772	0.06705	16.40114	0	0.202677591050413	0.21801	0.19216	0.19669	0.21675	0.18978	0.41533	0.24933	0.6403	0	0.226683417937929	0.24802	0.21923	0.22967	0.22521	0.21129	0.91959	0.09246	12.5441	0
"add"	5	0.115926868026145	0.180626903718803	0.032301172802708	4.1574388454331	0.0531	0.00188	0.02065	0.05864	0.02724	0.79429	0.08815	13.1179	0	0.132721417718824	0.20766	0.03625	0.08413	0.22727	0.1083	0.44323	0.14501	7.14388	0	0.134525830617054	0.21788	0.01706	0.08555	0.24006	0.11209	0.78084	0.09098	12.73792	0
"add"	5	0.207822199456859	0.0856026840046979	0.0607455701861874	5.48303081071285	0.05677	0.05461	0.05287	0.073	0.06648	-0.08046	0.31611	-2.20722	0	0.265183402335089	0.2508	0.22459	0.22801	0.32383	0.2987	-3.47791	0.64353	-10.73785	0	0.314626845071308	0.29465	0.27859	0.27258	0.38024	0.34707	-0.36364	0.35513	-3.60386	0
"add"	5	0.29933962461073	0.19098132540239	0.194984807255946	1.7393057080484	0.0892	0.15702	0.39022	0.14651	0.19198	0.87108	0.21135	2.62359	0	0.115469772155241	-0.18637	0.11758	0.42653	0.10114	0.11847	0.07805	0.5652	-9.18038	0	0.165123159658782	-0.10731	0.14527	0.50003	0.1279	0.15972	0.52562	0.40543	-5.19345	0
"add"	5	0.208020672760904	0.14566736924462	-0.0658297180251322	1.20705928448307	0.0325	-0.344	0.02361	-0.14026	0.099	-3.74701	0.88219	-14.5231	0	0.0253740434421067	0.05012	-0.06164	0.07463	0.01467	0.04908	-0.84601	0.55014	-8.85618	0	0.012958202782112	0.04831	-0.10498	0.06709	-0.01257	0.06695	-1.11887	0.58939	-9.68333	0
"add"	5	0.267220597562846	0.0812414915999398	0.101303973101981	3.06030023107452	0.12617	0.16219	0.06252	0.08998	0.06566	0.97895	0.06953	15.96524	0	0.214747469417409	0.27788	0.37575	0.08986	0.18525	0.145	0.91363	0.14084	7.49439	0	0.262078582116744	0.3329	0.44084	0.13698	0.22849	0.17119	0.97443	0.07663	14.7978	0
"add"	5	0.293130876100622	0.17785993515281	0.195570501919884	2.9388081805651	0.18733	0.13836	0.21381	0.23045	0.2079	0.39033	0.38308	-4.51302	0	0.362792950553061	0.30987	0.29728	0.40191	0.44598	0.35892	-3.75902	1.07028	-16.84227	0	0.455643359309563	0.41182	0.34373	0.50212	0.55127	0.46929	0.07697	0.47135	-7.00145	0
"add"	5	0.416241632623132	0.00581040245015174	0.33852200161076	2.38530261901851	0.33679	0.33758	0.33873	0.33891	0.3406	0.77182	0.33241	-2.8107	0	0.32550799042593	0.32458	0.31988	0.3264	0.33206	0.32461	0.59287	0.44402	-6.28471	0	0.417872935434941	0.41599	0.41254	0.41875	0.42365	0.41844	0.9998	0.00993	39.31826	0
"add"	5	0.204652883054223	0.0713742558727972	0.0377716585451476	5.74404439548872	0.05566	0.03149	0.03413	0.04915	0.01844	0.98374	0.04526	21.11772	0	0.170331407190243	0.26541	0.14218	0.14938	0.23308	0.0616	0.92645	0.09625	12.06219	0	0.204641261861666	0.30621	0.17033	0.18343	0.26978	0.09346	0.9823	0.04722	20.6083	0
"add"	5	0.474059181578923	0.224277348315809	0.127663663420377	4.95620250211311	0.12785	0.15441	0.11341	0.13325	0.1094	0.90159	0.25601	0.323	0	0.389998002477954	0.36176	0.54573	0.36769	0.29741	0.37739	-0.07577	0.84645	-14.02681	0	0.519483394580334	0.50296	0.67131	0.46854	0.49011	0.46449	0.90772	0.24791	0.70906	0
"add"	5	0.28808338799281	0.0563241225900128	0.0356499290444749	9.04784855800584	0.03324	0.03491	0.03437	0.04192	0.03381	0.96933	0.08267	13.8871	0	0.247172330024965	0.23843	0.23284	0.24297	0.29495	0.22667	0.64811	0.28002	-0.7525	0	0.306989061002882	0.28783	0.29855	0.29691	0.36234	0.28931	0.96623	0.08674	13.31078	0
"add"	5	0.254854144027922	0.0332211475470103	0.327768908369227	1.57492128843712	0.33949	0.32555	0.31079	0.32117	0.34185	0.70973	0.23799	1.19909	0	0.221929246228306	0.22465	0.22018	0.19374	0.23262	0.23846	0.82378	0.18543	4.19337	0	0.274620695369369	0.28167	0.27217	0.24465	0.28081	0.2938	0.98725	0.04987	19.95245	0
"add"	5	0.41698566734558	0.031457134638913	0.34030428783483	2.42621815565671	0.33121	0.34717	0.33732	0.33792	0.34791	0.75941	0.34741	-3.34031	0	0.328775806832478	0.31118	0.3447	0.32256	0.32428	0.34116	0.59548	0.45048	-6.45797	0	0.424500126184639	0.40379	0.44237	0.4173	0.41914	0.43989	0.99978	0.01054	38.60831	0
"add"	5	0.164974657795392	0.0467439293861389	0.0354767192680941	5.82860681619424	0.03495	0.04004	0.0421	0.02556	0.03473	0.8726	0.10032	11.56545	0	0.165033613396449	0.15963	0.19096	0.20468	0.11171	0.15819	0.68356	0.15811	6.10655	0	0.1965905123479	0.1929	0.2232	0.2357	0.13956	0.19159	0.86756	0.10229	11.3325	0
"add"	5	0.155011489940807	0.154900747933425	0.195663399202711	1.56015950897702	0.25752	0.11663	0.16926	0.21457	0.22034	-2.0259	0.35264	-3.51944	0	0.241271117926888	0.32991	0.11529	0.23963	0.25569	0.26584	-12.74372	0.75154	-12.59968	0	0.269517657672025	0.36311	0.14085	0.25317	0.29031	0.30016	-4.857	0.49061	-7.48201	0
"add"	5	0.417742887325585	0.222568020457402	0.290923280399429	3.29719266853217	0.25957	0.22762	0.33822	0.33086	0.29835	-0.06573	0.67741	-11.35357	0	0.509097670202306	0.41183	0.19774	0.67371	0.6944	0.56781	-10.79031	2.25317	-25.7753	0	0.682269788964507	0.56905	0.39342	0.85751	0.86292	0.72844	-0.83277	0.88835	-14.60658	0
"add"	5	0.118689683289267	0.0685175725957379	0.0704569845576084	2.3888576147507	0.08579	0.03282	0.04897	0.07876	0.10594	0.56575	0.1356	7.94938	0	0.131006926505995	0.16618	0.04032	0.08378	0.14374	0.22101	0.35982	0.16464	5.62067	0	0.152213611612734	0.18843	0.06127	0.10208	0.16917	0.24012	0.54197	0.13926	7.62951	0
"add"	5	0.497612924606074	0.176209715311415	0.195303240602033	3.22840566983	0.23106	0.17962	0.14762	0.20673	0.21149	0.95748	0.16654	5.4828	0	0.372745527736742	0.44862	0.42699	0.23599	0.31932	0.43281	0.34188	0.65525	-10.95435	0	0.460084670977668	0.55354	0.48965	0.30533	0.43027	0.52162	0.95497	0.1714	5.1375	0
