"model"	"n.muts"	"coes"	"sigma"	"u.mean"	"d.hat.MLE"	"u.hats.mut.1"	"u.hats.mut.2"	"u.hats.mut.3"	"u.hats.mut.4"	"R2.stick"	"sig.stick"	"lnL.stick"	"P.stick"	"s.mean"	"s.hats.mut.1"	"s.hats.mut.2"	"s.hats.mut.3"	"s.hats.mut.4"	"R2.mult"	"sig.mult"	"lnL.mult"	"P.mult"	"w.mean"	"w.hats.mut.1"	"w.hats.mut.2"	"w.hats.mut.3"	"w.hats.mut.4"	"R2.add"	"sig.add"	"lnL.add"	"P.add"
"mult"	4	0.22190129510127	0.0425817702198401	0.323582390058165	1.44686068928402	0.32963	0.33777	0.29092	0.33601	0.32627	0.25239	0.32532	-19.30247	0.226857313822123	0.22867	0.2432	0.18594	0.24961	0.96984	0.0534	25.17469	-1.66947	0.302458860215158	0.3066	0.31975	0.25665	0.32683	0.88514	0.10421	14.47831	-5.29354
"mult"	4	0.469428971013986	0.100333790411241	0.319571501618483	4.25322984678176	0.32795	0.32375	0.30803	0.31855	-0.13563	0.97358	-21.27467	-28.45744	0.470520395613122	0.50854	0.45463	0.4538	0.46511	0.9925	0.07913	18.88297	-3.89841	0.842370480315598	0.88342	0.8444	0.80515	0.8365	0.74576	0.46066	-9.3014	-30.00082
"mult"	4	0.145888218854088	0.16013480105903	0.168617766947471	1.22798552272352	0.21716	0.10209	0.24012	0.1151	0.58275	0.12576	11.47069	-6.1463	0.137288780325268	0.17948	0.0909	0.20636	0.07241	0.41238	0.14924	8.73165	-8.87863	0.164752220636845	0.21453	0.10461	0.24365	0.09622	0.5247	0.13423	10.42862	-7.53107
"mult"	4	0.272464374336414	0.0434538691770285	0.3301047847562	1.80265940675481	0.33025	0.33133	0.3208	0.33804	0.26209	0.3291	-3.92075	-29.18131	0.26885613139619	0.26417	0.27376	0.26995	0.26755	0.98347	0.04926	26.46844	-2.50654	0.379217783722902	0.37731	0.38307	0.37397	0.38253	0.88422	0.13036	10.89653	-9.97546
"mult"	4	0.0560127792996354	0.155741802591365	0.0415673880606693	2.27569844993084	0.06765	0.04493	0.04828	0.00542	0.32394	0.15054	8.59318	-10.8688	0.0841885549938141	0.13304	0.11057	0.10707	-0.01392	0.2789	0.15548	8.07713	-11.0507	0.0903239768334447	0.14511	0.10479	0.10783	0.00356	0.3194	0.15105	8.53963	-10.87072
"mult"	4	0.0649156889994629	0.196441025822423	0.0348864004303491	0.642208022500886	0.46044	-0.08197	-0.22632	-0.01261	0.5379	0.13073	10.85054	-7.74383	0.0410300728319415	0.28519	-0.01098	-0.0964	-0.01369	0.59157	0.12291	11.8382	-4.9361	0.035751297203038	0.2812	-0.0177	-0.10428	-0.01621	0.59614	0.12222	11.92836	-5.0871
"mult"	4	0.448973619553726	0.0259143219445832	0.327533732674546	3.84326576538156	0.3251	0.3285	0.32885	0.32768	-0.05187	0.85756	-19.24432	-39.72543	0.449668662823937	0.4452	0.45501	0.45033	0.44812	0.9998	0.01181	49.31339	-4.15276	0.784396402908322	0.77656	0.78991	0.78752	0.78361	0.77776	0.39418	-6.8077	-71.01488
"mult"	4	0.314271626365371	0.036860465654172	0.324954119532397	2.30412838729511	0.32251	0.32461	0.31827	0.33442	0.16316	0.44296	-8.67457	-35.42614	0.316209567462492	0.3141	0.31543	0.30245	0.33286	0.99633	0.02933	34.76564	-0.9694	0.473541333970627	0.46885	0.47261	0.45853	0.49417	0.86317	0.17911	5.81263	-26.24592
"mult"	4	0.451379302353598	0.21898724953644	0.311131059611438	4.44833531148755	0.30199	0.29448	0.32488	0.32318	-0.22746	1.10955	-23.36622	-10.41817	0.48866657585135	0.3985	0.41859	0.50894	0.62862	0.90049	0.31591	-3.26634	-3.07223	0.857598069410505	0.79372	0.76221	0.90278	0.97167	0.64108	0.59998	-13.5294	-4.9971
"mult"	4	0.257628448365722	0.133049251220655	0.375757392023839	1.54011042467446	0.38703	0.38538	0.43175	0.29887	0.15167	0.35409	-5.09178	-5.1292	0.257158993094446	0.30374	0.21169	0.28122	0.23198	0.85505	0.14637	9.04306	-3.46265	0.35514070343396	0.39851	0.31747	0.39387	0.31071	0.77266	0.1833	5.44272	-3.03195
"mult"	4	0.40734448422445	0.0231956228963099	0.327347864163808	3.30319856935606	0.32828	0.32742	0.3296	0.32409	0.00741	0.71041	-16.23239	-39.88631	0.40699139317831	0.40714	0.40559	0.41503	0.4002	0.99949	0.01617	44.2887	-1.5456	0.67655241009014	0.67739	0.67616	0.68551	0.66715	0.80223	0.31711	-3.32679	-51.85311
"mult"	4	0.257262391794939	0.22345478751231	0.0670574645019652	5.98812223834129	0.07125	0.07497	0.05412	0.06788	0.71519	0.20842	3.38852	-1.10107	0.258882977480554	0.2806	0.30788	0.19793	0.24913	0.76316	0.19006	4.86398	-4.91758	0.366357049006173	0.39076	0.41548	0.29272	0.36647	0.75688	0.19256	4.65442	-1.43477
"mult"	4	0.463438466726802	0.117708291334566	0.326947921913816	4.00136562130353	0.31901	0.35122	0.30777	0.32978	-0.05625	0.91915	-20.35405	-21.12857	0.466921028342859	0.4042	0.54638	0.43082	0.48629	0.97181	0.15015	8.63484	-3.28184	0.817255842680307	0.7698	0.92355	0.74638	0.8293	0.74765	0.44926	-8.90063	-10.66589
"mult"	4	0.370603106322233	0.242615805880632	0.316807146613907	3.19184555011996	0.31632	0.30677	0.28639	0.35774	0.09384	0.64608	-14.71366	-8.86393	0.379632992290371	0.3751	0.35081	0.32472	0.4679	0.87404	0.24088	1.07233	-3.25951	0.625156053558961	0.63051	0.58933	0.53343	0.74735	0.78774	0.31269	-3.1023	-2.21871
"mult"	4	0.354067409178242	0.230714969162364	0.314643215138184	2.66546331411844	0.32269	0.32034	0.30383	0.31171	0.23011	0.46516	-9.45713	-9.95284	0.333098654195499	0.32934	0.33458	0.33455	0.33393	0.88403	0.18053	5.68639	-3.90026	0.521589405391711	0.5272	0.53036	0.50934	0.51946	0.86917	0.19175	4.72171	-3.65483
"mult"	4	0.0549506236915477	0.181632928783074	0.0651019606271035	0.548655329678208	-0.10952	0.27049	-0.0396	0.13904	-0.00664	0.18864	4.98351	-9.69217	0.0165222321360775	-0.05056	0.05793	-0.00519	0.06391	-0.12905	0.19978	4.06539	-13.4823	0.0209879101237934	-0.05233	0.0805	-0.0094	0.06518	-0.07757	0.19517	4.43874	-13.39579
"mult"	4	0.213624616141897	0.0259829580900259	0.311585512922776	1.41257649035673	0.30055	0.32084	0.30342	0.32154	0.31637	0.24239	0.97236	-27.35768	0.217940856456495	0.21158	0.21739	0.20584	0.23695	0.98383	0.03728	30.92693	-3.58795	0.286894464391304	0.27761	0.29129	0.27325	0.30543	0.88673	0.09866	15.3538	-13.24131
"mult"	4	0.380619360122364	0.197390617162455	0.306985500667169	3.18213119287513	0.32092	0.29618	0.3078	0.30304	-0.11579	0.69468	-15.87418	-14.38612	0.374010339289029	0.43755	0.34541	0.37921	0.33387	0.93945	0.16183	7.43678	-2.52258	0.606279318621682	0.6664	0.56915	0.60962	0.57995	0.73781	0.33674	-4.28812	-8.43092
"mult"	4	0.102089669392444	0.0723814112134278	0.1047068351046	1.21577471032244	0.07123	0.13097	0.07006	0.14657	0.8448	0.04673	27.31055	-0.79414	0.0984529827663344	0.06466	0.12371	0.06271	0.14273	0.88214	0.04072	29.51224	-3.88739	0.111347697083975	0.0742	0.13971	0.07249	0.15898	0.88171	0.0408	29.48294	-1.99455
"mult"	4	0.285207083856221	0.166411252343096	0.0864059967551166	5.13112523295852	0.09324	0.08078	0.09308	0.07852	0.69501	0.25317	0.27634	-1.20235	0.284648826803895	0.32944	0.25647	0.31143	0.24125	0.8276	0.19034	4.84011	-6.37129	0.397239582323178	0.43556	0.36696	0.43083	0.35561	0.76026	0.22446	2.202	-2.32753
"mult"	4	0.0704052452812903	0.219654324115254	0.026641133891304	4.22304414147255	0.01705	0.02197	0.03416	0.03338	0.27234	0.14747	8.92351	-3.98726	0.0998701385578612	0.06187	0.08773	0.13499	0.11489	0.33268	0.14122	9.61594	-6.10071	0.10948619774065	0.06939	0.09139	0.14172	0.13543	0.29028	0.14564	9.12322	-4.41544
"mult"	4	0.236091365886387	0.0201452961773612	0.316612090112178	1.57904468242592	0.31458	0.31882	0.31434	0.31871	0.31445	0.268	-0.63465	-32.71148	0.237728706080004	0.23687	0.23827	0.23063	0.24515	0.99599	0.02051	40.48982	-2.43358	0.322426283727395	0.31993	0.32392	0.31645	0.3294	0.9063	0.09908	15.28673	-22.6921
"mult"	4	0.249073527101427	0.0110940769664012	0.316616759955241	1.68668796441937	0.31524	0.31679	0.31535	0.31908	0.30307	0.28762	-1.76502	-33.84363	0.249300562078419	0.24786	0.24975	0.24738	0.25222	0.99981	0.00469	64.08467	-1.42463	0.343273817822082	0.34128	0.34376	0.34107	0.34698	0.90874	0.10408	14.49908	-62.92686
"mult"	4	0.285153364867438	0.0245212760055438	0.320483088034886	2.0198036929303	0.31493	0.32348	0.31689	0.32664	0.21736	0.37218	-5.88918	-33.66891	0.286490217628964	0.28002	0.29649	0.28247	0.28697	0.99739	0.02149	39.73898	-5.5512	0.412589206439019	0.40322	0.42243	0.40661	0.41809	0.87859	0.14659	9.01914	-38.14027
"mult"	4	0.157459789270069	0.127779751433991	0.0918231058732405	2.16342802756785	0.05495	0.04676	0.14918	0.1164	0.73057	0.11259	13.24059	-3.21546	0.146357725654269	0.08646	0.07252	0.24955	0.1769	0.73953	0.11071	13.51109	-5.02881	0.175953424647915	0.10625	0.08741	0.29184	0.21831	0.75372	0.10765	13.95923	-3.64304
"mult"	4	0.115179329772945	0.165087187720928	0.103693403861742	1.5067991796824	0.09292	0.05275	0.14008	0.12902	0.38688	0.16804	6.83388	-6.49718	0.117743103839189	0.08523	0.04827	0.18761	0.14986	0.50045	0.15168	8.47268	-6.71512	0.135542135777433	0.10996	0.06221	0.19853	0.17147	0.46071	0.1576	7.86034	-6.51486
"add"	4	0.193359765328933	0.233027569891419	0.263850603173162	1.2005897446018	0.31103	0.20516	0.33147	0.20774	0.32841	0.28441	-1.58575	-11.91083	0.185072120815833	0.16183	0.12112	0.30003	0.15731	0.4481	0.25783	-0.01545	-9.65917	0.225548240959552	0.21625	0.17333	0.32954	0.18307	0.45442	0.25635	0.07665	-9.49558
"add"	4	0.160510242532473	0.0307430913671851	0.279646194509382	0.864738208167838	0.265	0.29427	0.29336	0.26596	0.64397	0.08987	16.84702	-12.05695	0.134445035997217	0.1283	0.14141	0.14068	0.12739	0.94321	0.03589	31.53267	-3.12925	0.161721395054176	0.15366	0.17081	0.16961	0.15281	0.96768	0.02708	36.04108	-2.54417
"add"	4	0.135189299902413	0.15391723823268	0.0283441922916055	4.1431786500189	0.01335	0.03308	0.0514	0.01555	0.32756	0.16835	6.80391	-10.43177	0.0948842567767715	0.05299	0.10876	0.18361	0.03418	0.29464	0.17243	6.42149	-10.3208	0.111467691612061	0.05521	0.12932	0.20541	0.05594	0.32534	0.16863	6.7775	-10.36899
"add"	4	0.415855131857097	0.123705952311866	0.329021985886138	2.01319082494298	0.30508	0.32424	0.32291	0.36386	0.47012	0.29914	-2.3933	-11.00088	0.287247653226107	0.23944	0.29515	0.28134	0.33306	0.88819	0.13741	10.05375	-8.6239	0.417866084536029	0.36376	0.42231	0.40855	0.47684	0.93678	0.10333	14.61431	-2.21102
"add"	4	0.396419561502989	0.0868181946570985	0.315322370180635	1.96200883388159	0.32574	0.31248	0.27502	0.34804	0.62473	0.23106	1.73848	-2.85608	0.271407109925972	0.26163	0.27989	0.22331	0.3208	0.72517	0.19773	4.23064	-11.48658	0.39044417075787	0.3918	0.39312	0.32621	0.45064	0.9106	0.11277	13.21517	-3.26781
"add"	4	0.43115379755618	0.0699738637194969	0.327952677826572	2.12366572220901	0.3152	0.36168	0.30505	0.32989	0.58533	0.25492	0.16578	-14.76322	0.29136516485973	0.27424	0.34329	0.2541	0.29383	0.78598	0.18314	5.4569	-15.94676	0.43424634675533	0.41041	0.50275	0.38637	0.43745	0.98521	0.04814	26.83582	-1.44471
"add"	4	0.207628214452416	0.069483213883359	0.167846784187904	1.61925417591218	0.17926	0.15238	0.15266	0.18708	0.89164	0.06984	20.8825	-1.91199	0.175215343997856	0.18922	0.15721	0.15326	0.20117	0.87796	0.07411	19.93121	-10.1533	0.219365172118203	0.23579	0.19853	0.19463	0.24851	0.94261	0.05083	25.96679	-3.94625
"add"	4	0.341313282144256	0.0980150136747397	0.109256084557324	3.35990398878363	0.1029	0.11406	0.11723	0.10282	0.95273	0.06148	22.92147	-1.98885	0.230004156903822	0.21768	0.2363	0.25127	0.21477	0.65331	0.1665	6.98066	-17.0933	0.315820999320668	0.29853	0.32768	0.34097	0.2961	0.91707	0.08144	18.42371	-5.79789
"add"	4	0.386308342730626	0.177588499325793	0.0832456188594093	5.27661495189569	0.05171	0.0848	0.10933	0.08714	0.79995	0.19862	4.15899	-3.87448	0.29025139548401	0.16086	0.29257	0.42545	0.28213	0.81995	0.18843	5.00144	-12.1277	0.398469535951432	0.24259	0.40393	0.53681	0.41055	0.83251	0.18174	5.58022	-6.47631
"add"	4	0.289428825001232	0.167052351753227	0.0910326494436656	3.7162148154046	0.04696	0.11867	0.09488	0.10363	0.88807	0.10146	14.90721	-1.77966	0.223455068225416	0.10846	0.28961	0.24099	0.25476	0.80612	0.13353	10.51243	-8.71949	0.299811336110431	0.15004	0.39119	0.31619	0.34183	0.90401	0.09396	16.13601	-3.08925
"add"	4	0.391669219092	0.229904564213939	0.18672585663448	2.71566180098117	0.13537	0.16894	0.22909	0.21351	0.64491	0.25803	-0.02811	-1.99441	0.276442170677561	0.19116	0.22363	0.39679	0.29418	0.69543	0.23897	1.19958	-7.00934	0.39490823030492	0.27632	0.33679	0.52542	0.4411	0.75668	0.21359	2.99583	-3.62151
"add"	4	0.333512620895635	0.0644728628103621	0.332178770458981	1.5454098764492	0.34387	0.34909	0.27738	0.35838	0.60011	0.19224	4.68113	-15.5713	0.236214697019586	0.26224	0.23287	0.18875	0.261	0.8536	0.11632	12.71998	-11.98614	0.324202611079498	0.35177	0.32891	0.26064	0.35549	0.9645	0.05728	24.05379	-4.90743
"add"	4	0.315765058237594	0.092052249761764	0.323108993085805	1.52600589796935	0.32515	0.31615	0.3544	0.29674	0.49007	0.21527	2.87077	-19.76155	0.231648161041184	0.23478	0.22433	0.26832	0.19916	0.94518	0.07059	20.71176	-5.88205	0.314832663344122	0.31864	0.30533	0.35851	0.27685	0.9617	0.059	23.58102	-4.2318
"add"	4	0.251908193714917	0.185632467851974	0.304131723350914	1.36438786339272	0.21994	0.32198	0.32734	0.34727	0.19577	0.28343	-1.53021	-4.87113	0.204432022050692	0.17868	0.24596	0.17229	0.2208	0.65866	0.18465	5.32582	-4.33224	0.271031177909089	0.22256	0.31018	0.25291	0.29847	0.61459	0.19621	4.35441	-4.06828
"add"	4	0.103965438634623	0.119668351835571	0.266713289607407	0.776328749732465	0.15464	0.34089	0.32636	0.24497	-0.02251	0.17829	5.88628	-4.10819	0.120082272988956	0.07312	0.16611	0.15227	0.08883	0.68184	0.09945	15.226	-1.28109	0.14003875204735	0.08514	0.18948	0.17573	0.10981	0.56122	0.11679	12.65449	-1.89338
"add"	4	0.060767847741954	0.198484013148118	0.048799911450827	1.1487202790413	0.12056	0.04209	0.06155	-0.02899	0.18311	0.16703	6.93001	-14.34586	0.0570143226279964	0.15904	0.01448	0.05828	-0.00375	0.13266	0.17211	6.45059	-16.11934	0.0556126092526085	0.14536	0.03308	0.06291	-0.0189	0.17391	0.16797	6.84039	-15.20463
"add"	4	0.342479310277849	0.0565026054391637	0.0554022350025007	6.8767365586722	0.05958	0.0533	0.05034	0.05838	0.98129	0.04509	27.88241	-2.1789	0.25354329953261	0.27535	0.24199	0.23271	0.26412	0.84745	0.12874	11.09573	-21.67739	0.354258193830964	0.3819	0.34025	0.32223	0.37267	0.9858	0.03928	30.09116	-3.57029
"add"	4	0.0953620726941153	0.188139161211438	0.0863563009763055	0.661667135992019	0.52542	-0.16134	0.11441	-0.13306	0.22762	0.17675	6.02552	-11.2137	0.0699014181759091	0.27421	-0.02331	0.07311	-0.04441	0.41204	0.15421	8.2081	-7.67951	0.0712569144708252	0.29192	-0.03331	0.0755	-0.04908	0.41771	0.15346	8.28565	-7.97912
"add"	4	0.351206245168578	0.16351445869077	0.192307999948572	2.39866320952838	0.19312	0.18862	0.24501	0.14248	0.85327	0.14234	9.48971	-4.40034	0.26532722189874	0.25716	0.27041	0.3774	0.15633	0.80042	0.16601	7.02874	-15.03214	0.363882585707342	0.35973	0.36329	0.48926	0.24325	0.91133	0.11065	13.51872	-7.86553
"add"	4	0.0979181547067128	0.0856422340148129	0.290900356940673	0.590933223263837	0.30739	0.21605	0.31693	0.32323	0.3976	0.11441	12.98468	-4.66422	0.107646094994582	0.10856	0.04599	0.14719	0.12884	0.65997	0.08596	17.55973	-7.62192	0.121056001001488	0.12206	0.06365	0.15712	0.1414	0.6475	0.08752	17.27161	-6.01781
"add"	4	0.481336478574667	0.138310377951711	0.13616137453133	4.08476542003626	0.1068	0.15077	0.146	0.14107	0.80786	0.18549	5.25284	-1.50928	0.296326715606951	0.22018	0.30814	0.32996	0.32703	0.52289	0.2923	-2.02346	-8.12594	0.455249414321863	0.34621	0.49448	0.49517	0.48513	0.82919	0.1749	6.19408	-2.606
"add"	4	0.0942730220733211	0.126327587466221	0.420706703351181	0.535785356131812	0.43889	0.48946	0.36751	0.38697	-0.24494	0.20087	3.97822	-6.49371	0.115544621065971	0.13155	0.10828	0.05763	0.16471	0.50682	0.12643	11.386	-4.49567	0.131483206583071	0.14426	0.13016	0.07681	0.1747	0.44865	0.13368	10.49396	-4.20304
"add"	4	0.469075056258589	0.194122284534387	0.0473195777726795	9.81945188339427	0.03769	0.05455	0.04717	0.04987	0.95979	0.08016	18.67702	-2.39589	0.290992415008014	0.22837	0.34154	0.28778	0.30628	0.74813	0.20063	3.99802	-11.89905	0.435034253533638	0.34495	0.50368	0.43299	0.45851	0.96177	0.07816	19.08012	-0.68438
"add"	4	0.345204615895636	0.191378819930833	0.347893504834781	1.52845835350318	0.26056	0.44654	0.33399	0.35049	0.59775	0.24068	1.08526	-3.60192	0.25354516232669	0.19525	0.36379	0.19947	0.25566	0.68461	0.21312	3.03141	-10.1098	0.34479445018269	0.26998	0.47442	0.29266	0.34211	0.78814	0.17467	6.21427	-6.08119
"add"	4	0.158355451363605	0.156449330388568	0.354565782196514	0.956226161058103	0.29254	0.48403	0.30857	0.33312	0.24963	0.22471	2.18399	-2.35234	0.174644316906593	0.11077	0.33092	0.13481	0.12208	0.74817	0.13018	10.91845	-4.71269	0.212589928753276	0.14817	0.37175	0.16743	0.16301	0.70913	0.13991	9.76554	-3.88479
"add"	4	0.336422159173526	0.0499461687868461	0.0714244359355927	5.01535439265548	0.07356	0.07267	0.06638	0.07309	0.96909	0.05099	25.91454	-3.4443	0.234486210977654	0.2392	0.24421	0.22171	0.23283	0.72789	0.15128	8.51445	-15.12781	0.324414212593157	0.33332	0.33218	0.30251	0.32965	0.95381	0.06233	22.70186	-4.49509
"add"	4	0.406429668958299	0.101306962722447	0.04733157847009	9.0036001922195	0.04273	0.04605	0.04873	0.05182	0.92646	0.10766	13.95794	-3.04988	0.280526681947103	0.24315	0.2654	0.30663	0.30693	0.85794	0.14963	8.69045	-11.75637	0.4009169394111	0.35975	0.38799	0.41675	0.43918	0.93899	0.09806	15.45217	-3.46769
"add"	4	0.415561393823009	0.175180221616756	0.21821260241726	2.86705075987395	0.21343	0.19945	0.25267	0.20729	0.50203	0.36828	-5.72022	-4.72238	0.318045514438253	0.26114	0.37119	0.38449	0.25536	0.81153	0.22656	2.05259	-8.84262	0.465801421861968	0.42559	0.47556	0.54947	0.41259	0.76533	0.25281	0.29864	-5.26173
"add"	4	0.114452738524415	0.203443611157127	0.263926361713761	0.732810329911116	0.1888	0.31367	0.23676	0.31647	0.19162	0.19875	4.14847	-2.91617	0.131198464884749	-0.01177	0.19124	0.1451	0.20022	0.2917	0.18604	5.20581	-15.22012	0.14078904460514	0.03757	0.18896	0.13962	0.19701	0.41282	0.16939	6.70614	-10.43773
"add"	4	0.425918464397546	0.0140783709939569	0.343953644511674	1.98411776866269	0.34607	0.34004	0.34304	0.34666	0.60659	0.24259	0.95929	-27.31891	0.288041486315799	0.29045	0.28362	0.28544	0.29265	0.81934	0.16439	7.18511	-27.33288	0.424722300059921	0.42783	0.41844	0.42225	0.43036	0.99882	0.0133	47.41762	-2.18987
"add"	4	0.311070802703034	0.0150147165404633	0.331049366313214	1.47757343687983	0.32161	0.33152	0.3331	0.33796	0.62374	0.17539	6.14911	-27.42928	0.228804989969569	0.22072	0.22834	0.22762	0.23854	0.90057	0.09016	16.79547	-27.91162	0.310700404637635	0.29985	0.31085	0.31026	0.32185	0.99761	0.01399	46.61132	-2.99761
"add"	4	0.446351330250036	0.00362614192999899	0.348290139936375	2.06500096547127	0.34846	0.34742	0.34999	0.34728	0.60487	0.25735	0.01402	-30.72103	0.299336183412216	0.29905	0.29832	0.30063	0.29934	0.81884	0.17426	6.25268	-35.5802	0.446774241160627	0.44663	0.44536	0.44899	0.44611	0.99996	0.0027	72.9392	-8.30978
"add"	4	0.28203368462855	0.147762769716792	0.0836065855522646	4.09609475220615	0.06244	0.08707	0.09238	0.09254	0.82784	0.12467	11.61094	-1.76587	0.22211801058457	0.17114	0.23302	0.23679	0.24752	0.77992	0.14095	9.64642	-4.64499	0.303896675145106	0.22879	0.31703	0.33243	0.33733	0.85974	0.11252	13.25065	-1.64518
"add"	4	0.174138793384191	0.0966621683328412	0.106214883059166	1.7795915629899	0.1421	0.10605	0.09423	0.08249	0.78212	0.07981	18.74716	-5.06232	0.135704970842147	0.181	0.14597	0.1213	0.09455	0.65078	0.10104	14.97311	-8.6574	0.163184181235031	0.21828	0.16969	0.14469	0.12008	0.7534	0.08491	17.7564	-6.3706
"add"	4	0.110575299873017	0.0852916717412882	0.256304450835645	0.794904661992116	0.21769	0.23283	0.30267	0.27204	0.21493	0.14448	9.25026	-1.84415	0.118269134364306	0.08424	0.1073	0.15271	0.12884	0.71201	0.08751	17.273	-2.61561	0.138783267908917	0.10488	0.12474	0.1747	0.15081	0.64208	0.09756	15.53404	-1.22594
"add"	4	0.345732236478943	0.181581097072922	0.0559567320356911	6.94018526732027	0.0579	0.05569	0.05116	0.05908	0.88538	0.12206	11.94885	-2.47167	0.257761634383807	0.25427	0.25291	0.24811	0.27575	0.87671	0.12659	11.36559	-6.87618	0.360618586479436	0.3703	0.35826	0.33266	0.38126	0.91055	0.10783	13.9321	-2.23949
"add"	4	0.385755110089667	0.201018932508305	0.0562600962219	7.83409686705549	0.04477	0.04929	0.06321	0.06777	0.84153	0.16584	7.04498	-4.04614	0.283541022314138	0.20247	0.24429	0.34776	0.33966	0.64875	0.2469	0.67721	-11.73705	0.408855430220505	0.31915	0.35623	0.46736	0.49268	0.83472	0.16937	6.70801	-5.41272
"add"	4	0.0687431685742922	0.0772319080424495	0.0779915233493966	1.03954582906268	0.11186	0.07324	0.00145	0.12541	0.55396	0.08727	17.31658	-11.33287	0.073093821896472	0.09348	0.08155	-0.00486	0.12221	0.52007	0.09053	16.73065	-13.92784	0.0764175032709548	0.10336	0.07903	-0.00156	0.12484	0.54517	0.08813	17.16049	-12.91353
"add"	4	0.480498167872429	0.0461038194480352	0.340845834862747	2.28352912464988	0.3258	0.33907	0.36656	0.33195	0.61192	0.27567	-1.08627	-15.20777	0.31519353657659	0.30132	0.3037	0.3418	0.31396	0.75482	0.21912	2.58748	-22.24683	0.482606988948579	0.4594	0.47021	0.52539	0.47543	0.98632	0.05176	25.67587	-2.84232
"add"	4	0.221743941947352	0.147352143249009	0.112551347744174	2.26072243671647	0.12403	0.10703	0.16796	0.05118	0.83882	0.09208	16.45901	-4.80067	0.173363530571439	0.20149	0.14611	0.26537	0.08048	0.66018	0.1337	10.49181	-9.07209	0.218441467184586	0.24726	0.19712	0.33065	0.09874	0.8069	0.10078	15.0134	-6.22132
"add"	4	0.430535301321652	0.211399512016214	0.340756200607493	2.2026120325768	0.38853	0.3129	0.36668	0.29492	0.47316	0.35698	-5.22181	-1.00669	0.306737325682362	0.3805	0.29507	0.31416	0.23722	0.60955	0.30732	-2.82499	-10.23252	0.460042011287215	0.54812	0.42619	0.47819	0.38768	0.77073	0.23549	1.43419	-4.92939
"add"	4	0.281001714034937	0.145058699825313	0.263257108395594	1.37930794500816	0.2745	0.22102	0.20704	0.35046	0.6323	0.16507	7.11959	-4.26194	0.198810003528122	0.18506	0.14276	0.15672	0.3107	0.73756	0.13945	9.81757	-6.61007	0.255978550074658	0.25034	0.193	0.20151	0.37907	0.79374	0.12363	11.74449	-4.78695
"add"	4	0.311267338425387	0.243816086498555	0.116121755131376	2.91303782234652	0.10118	0.13896	0.14576	0.07859	0.58307	0.1912	4.76759	-5.48909	0.210339729030754	0.16623	0.25935	0.26508	0.1507	0.32414	0.24344	0.90307	-10.18415	0.285124678827013	0.23689	0.34574	0.3586	0.19927	0.54338	0.2001	4.04022	-6.80942
"add"	4	0.360060506721493	0.194627820397727	0.311768184685982	1.92324706569314	0.30657	0.25921	0.34806	0.33325	0.36864	0.33372	-4.14366	-3.59362	0.27635378280006	0.26121	0.18281	0.38076	0.28064	0.84438	0.16568	7.06017	-8.78786	0.385188923102784	0.36718	0.28102	0.48488	0.40767	0.82527	0.17556	6.13338	-2.31503
"add"	4	0.199053961795289	0.125932878057938	0.135632150491501	1.87043463710155	0.16413	0.16831	0.11843	0.09166	0.73775	0.12789	11.2024	-2.61981	0.176598351659664	0.23448	0.23338	0.14298	0.09556	0.79056	0.11429	13.00143	-9.0855	0.214820238695544	0.27119	0.27422	0.18144	0.13243	0.79432	0.11326	13.14646	-5.58776
"add"	4	0.0807526491116732	0.165252840321045	0.133148386773183	0.814887610919516	0.20621	0.08687	0.18035	0.05917	0.38874	0.10874	13.79802	-5.75684	0.0770294956653554	0.12951	0.03256	0.09996	0.04609	0.43418	0.10462	14.416	-8.63079	0.0863632189413126	0.14117	0.04347	0.11444	0.04637	0.44453	0.10366	14.5637	-7.45612
"add"	4	0.244907367613632	0.0186910883639939	0.0255972311352334	9.87980760792382	0.02473	0.02577	0.0257	0.0262	0.99534	0.0152	45.27548	-3.08335	0.189421584594693	0.18306	0.18973	0.19103	0.19387	0.9125	0.06589	21.81362	-21.92511	0.24436140819244	0.23606	0.24581	0.24547	0.25011	0.99642	0.01332	47.39432	-1.9606
"add"	4	0.0713603135896847	0.0323527139844373	0.0267539875115322	2.61489595038927	0.03166	0.02212	0.0224	0.03084	0.84147	0.02761	35.73242	-3.11151	0.0620735728095949	0.07346	0.05213	0.05116	0.07155	0.82566	0.02895	34.97191	-4.62646	0.0674742118859017	0.07985	0.05606	0.0562	0.07779	0.83996	0.02774	35.65665	-3.45233
"add"	4	0.0570418373914436	0.0865254753734916	0.207920936679565	0.413346294418156	0.16217	0.18478	0.2969	0.18783	-0.0955	0.11448	12.97505	-1.45344	0.0616847777963702	0.05122	0.04065	0.08982	0.06505	0.2366	0.09556	15.86454	-3.45997	0.066166733140877	0.05381	0.04746	0.09647	0.06693	0.18518	0.09873	15.34306	-2.83941
"add"	4	0.365038235287648	0.00236391904763877	0.340601020831962	1.70594678712219	0.33975	0.3409	0.34111	0.34065	0.62864	0.20308	3.80368	-30.62176	0.25807040243381	0.25694	0.25856	0.25809	0.25869	0.85671	0.12615	11.4219	-36.27444	0.364715446107813	0.36335	0.36529	0.36495	0.36528	0.99995	0.00239	74.88411	-2.89144
